"doctor_id","doctor_name"
D19354,James Walker
D19355,Jesus Olson
D19356,Kelly Bailey
D19357,Nicholas Morrison
D19358,Tiffany Coleman DVM
D19359,Calvin Holmes
D1936,Madeline Lewis
D19360,Erin Mcdowell
D19361,William Dodson
D19362,Sharon Bird
D19363,Thomas Li
D19364,Ashley Munoz
D19365,Jonathan Bennett
D19366,Mr. Derrick Brown
D19367,Vanessa Fowler
D19368,Dawn Mcgrath
D19369,Emily Santos
D1937,Cassandra Cain
D19370,Kathryn Henderson
D19371,Edward Jackson
D19372,Sheri Holland PhD
D19373,Ricky Baker
D19374,Gary Brown
D19375,Lisa Drake
D19376,Brenda Cameron
D19377,Jacob Mendez
D19378,Jeremy Chavez
D19379,Steven Taylor
D1938,David Simmons
D19380,Angel Day
D19381,Rhonda Campbell
D19382,David Nguyen
D19383,Carol Hill
D19384,Julie Huber
D19385,Kim Martin
D19386,Donna Watson
D19387,Erika Lopez
D19388,Daniel Ramsey
D19389,Matthew Krueger
D1939,Dennis Gutierrez
D19390,Sherri Pruitt
D19391,George Stevenson
D19392,Ashley Gordon
D19393,Dr. Brittany Ferguson PhD
D19394,Jennifer Johnson DDS
D19395,Leslie Flynn
D19396,Anthony Garrett
D19397,Jennifer Kirk
D19398,Julie Gordon
D19399,Brett Roberts
D1940,Jack Reilly
D19400,Lauren Simmons
D19401,Antonio Wilcox
D19402,Dennis Smith
D19403,Thomas Patrick
D19404,Jason Bass
D19405,Corey Williams
D19406,Haley Bailey
D19407,Terri Wong
D19408,Kayla Wells
D19409,Miranda Martin
D1941,Curtis Li
D19410,Nathaniel Baker
D19411,Karen Bailey
D19412,Louis Young
D19413,Robert Fleming
D19414,Clayton Murphy
D19415,Donna Clark
D19416,Tyrone Fields
D19417,Carol Johnson
D19418,William Diaz
D19419,James Mack
D1942,Joseph Young
D19420,Bryan Pineda
D19421,Tyler Shah
D19422,Maria Wilson
D19423,Kenneth Gray
D19424,Rebecca Jones
D19425,Melissa Buck
D19426,Kelly Solomon
D19427,Shawn Sullivan
D19428,Diana Jensen
D19429,Jamie Andersen
D1943,Danielle Robinson
D19430,Brian Wallace
D19431,Hailey Cervantes
D19432,Leah Russell
D19433,Kenneth Wagner
D19434,Mark Tucker
D19435,Laura Conrad
D19436,Jared Craig
D19437,Christopher Wright
D19438,Andres Carter
D19439,Laura Curtis
D1944,Melvin Harmon
D19440,Patricia Jenkins
D19441,Joseph Parker
D19442,James Gibbs
D19443,Leroy Burns
D19444,Douglas Meadows
D19445,Emily Gardner
D19446,Jonathan Cox
D19447,Lisa Hammond
D19448,Adam Rodgers
D19449,Crystal Pineda
D1945,Tracy Bowman
D19450,Monique Doyle
D19451,Anna Martinez
D19452,Vincent Dean
D19453,Ryan Rangel
D19454,Russell Silva
D19455,Mark Holden
D19456,Sean Colon
D19457,Carrie Mcdowell
D19458,Sonya Jackson
D19459,Daniel Hunt
D1946,Leah Guerra
D19460,Ann Young
D19461,Andrea Robinson
D19462,Kelly Lewis
D19463,Samuel Gomez
D19464,Stephanie Porter
D19465,Mary Villa
D19466,Tiffany Rodriguez
D19467,Cesar Thomas
D19468,Chad Graves
D19469,William Graham
D1947,Adam Perez
D19470,Kayla Thornton
D19471,Gregory Mckenzie Jr.
D19472,Dustin Miller
D19473,Danny Williams
D19474,Alex Moore
D19475,Jordan Williams
D19476,Shawn Mcfarland
D19477,Joseph Morales
D19478,Dustin Morris
D19479,Mrs. Lisa Burch DVM
D1948,Justin Cameron
D19480,Aaron Cooley
D19481,Leonard Hunt
D19482,Barbara Barber
D19483,Jamie Smith
D19484,James Callahan
D19485,Lindsey Anderson
D19486,Chad Andrews
D19487,William Cooley
D19488,Barry Riley
D19489,Paul Reilly
D1949,Eric Simpson
D19490,Noah Rocha
D19491,Michael Pennington
D19492,Juan Bailey
D19493,Michele Peters
D19494,Melissa Morales
D19495,Lauren Miller
D19496,Andrew Murray
D19497,Austin Miller
D19498,Leslie Fox
D19499,Emily Stanley
D1950,Joseph Price
D19500,Gregory Reed
D19501,Justin Shaw
D19502,Julia Nguyen
D19503,Pam Moore
D19504,Luis Lawrence
D19505,Edward Wood
D19506,Valerie Miranda
D19507,Isaac Kane
D19508,Sarah Mcclain
D19509,Taylor Swanson
D1951,Debra Johnson
D19510,Beth Jackson
D19511,Mary Bridges
D19512,Kristin Mason
D19513,Mr. Jeremy Davis Jr.
D19514,David Durham
D19515,Stephen Patterson
D19516,Carolyn Ruiz
D19517,Margaret Riley
D19518,Rhonda Grimes
D19519,Bailey Ballard
D1952,Catherine Joseph
D19520,Jerry Mcgrath
D19521,Marilyn Alvarez
D19522,Robert Barrett
D19523,Lindsey Cooper MD
D19524,Roberto Vance Jr.
D19525,Donald Shaw
D19526,Kevin Sims
D19527,Benjamin French
D19528,Lisa Harris
D19529,Megan Sanchez
D1953,Amanda Miller
D19530,Carla Fleming
D19531,Joe Curry
D19532,Samantha Lucas
D19533,Jose May
D19534,Lori Cruz
D19535,Angela Wright
D19536,Bethany Abbott
D19537,Mckenzie Vega
D19538,Danny French
D19539,Jeff Keith
D1954,Dr. Rachel Hudson
D19540,Matthew Harmon
D19541,Whitney Parker
D19542,Karen Fisher
D19543,Renee Ho
D19544,Daniel Sanchez DDS
D19545,Dr. Matthew Norton
D19546,Stephen Black
D19547,Mario Hayden
D19548,Elizabeth Lyons
D19549,Benjamin Mcintosh
D1955,Gina Curry
D19550,Jacob Walker
D19551,Angelica Baxter
D19552,Patricia Morris
D19553,Lisa Banks
D19554,Ashley Flowers
D19555,Cheryl Myers
D19556,Amy Burke
D19557,Alyssa Smith
D19558,Jessica Mcbride
D19559,Ashley Myers
D1956,Christopher Scott
D19560,Melissa Watson
D19561,Shelly Rodriguez
D19562,Stacey White
D19563,Jennifer Erickson
D19564,Eric Savage
D19565,Ruth James
D19566,Nancy Reynolds
D19567,Yvonne Curtis
D19568,Luis Ryan
D19569,Miss Kelly Joseph
D1957,Krystal Bowman
D19570,Christian Johnson
D19571,Judith Hughes
D19572,Sergio Vazquez
D19573,Marcus Clarke
D19574,Richard Edwards
D19575,Jacqueline Thomas
D19576,Donna Williams MD
D19577,Julia Jenkins
D19578,Corey Soto
D19579,Gregory Garner
D1958,Michelle Simmons
D19580,Barbara Hart
D19581,Joshua Griffin
D19582,Christian Morgan
D19583,Erin Foster
D19584,Leah Campbell MD
D19585,Jennifer Bray
D19586,Travis Morton
D19587,Sarah Herman
D19588,Julie Singleton
D19589,Tracy Rodriguez
D1959,Jeffrey Haley
D19590,Guy Blackwell
D19591,Marvin Davis
D19592,Margaret Edwards
D19593,Richard Hansen
D19594,Ruth Meyer
D19595,Donna Montgomery
D19596,Amber Walton
D19597,Ricky Barker
D19598,Amber Rivera
D19599,Craig Esparza
D1960,Joshua Jones
D19600,Amanda Silva
D19601,Joan Rocha
D19602,Linda Watts
D19603,Willie White
D19604,David Lucas
D19605,Melanie Gomez
D19606,David Deleon
D19607,Kathy Baird
D19608,Lisa Martinez
D19609,Anna Schmidt
D1961,Daryl Oconnor
D19610,Michael Townsend
D19611,Kevin Carson
D19612,Justin Salazar
D19613,Robert Steele
D19614,Steven Rivas
D19615,Jamie Brewer
D19616,Valerie Welch
D19617,Brian Freeman
D19618,Heather Brady
D19619,Danielle Andrews
D1962,Tyler Pearson
D19620,Jean Gardner
D19621,Anthony Morris
D19622,April Maxwell
D19623,Annette Francis
D19624,Hector Petty
D19625,Edward Stanley
D19626,Vanessa Matthews
D19627,Gloria Stephenson
D19628,Rebecca Hale
D19629,Debra Hanna
D1963,Katrina Martin
D19630,Jason Wiggins
D19631,Stephen Blackwell
D19632,Stephanie Armstrong
D19633,Katherine Colon
D19634,Mr. Benjamin George
D19635,Angela Stephens
D19636,Jasmine Arroyo
D19637,Jessica Douglas
D19638,Kevin Hurley
D19639,Jennifer Curtis
D1964,Sharon Morris
D19640,Jonathan Fernandez
D19641,Nancy Garcia
D19642,Joseph Porter
D19643,Matthew Valdez
D19644,Katherine Solis
D19645,Melissa Dennis
D19646,Mrs. Ashley Patterson DDS
D19647,Roger Garza
D19648,John Lowe
D19649,James Torres
D1965,Erika Gordon
D19650,Heidi Armstrong
D19651,Brian Reed
D19652,Jennifer Arnold
D19653,Makayla Reyes
D19654,Donna Parsons
D19655,Oscar Garrett
D19656,William Bates
D19657,Henry Guzman
D19658,William Barron
D19659,Timothy Newton
D1966,Mike Riley
D19660,Maria Bauer
D19661,Catherine Chang
D19662,Mary Knight
D19663,Sara Schultz
D19664,Claudia Fitzpatrick
D19665,Roger Bates
D19666,Diana Day
D19667,Patricia Valenzuela
D19668,Patricia Flynn
D19669,Diane Cummings
D1967,David Sims
D19670,Matthew Rice
D19671,Brandon Bowers
D19672,Jeffrey Buck
D19673,Natasha Jones
D19674,Jeffrey Mccullough
D19675,Michele Scott
D19676,Joseph Perkins
D19677,Jay Simpson
D19678,Jeremy Mcmillan
D19679,Mrs. Amanda Marks
D1968,Joseph Smith
D19680,Miguel Arroyo
D19681,Toni Ashley
D19682,Bryan Rose
D19683,Michaela Miller
D19684,Christopher Sullivan
D19685,Shane Reilly
D19686,Lauren Washington
D19687,Alexandra Bowen
D19688,Kathy Bradshaw
D19689,Brian Peck
D1969,Sandra Key
D19690,Linda Guerrero
D19691,James Ford
D19692,Michelle Atkins
D19693,Cheryl Wells MD
D19694,David Schwartz
D19695,Adrienne Kelley
D19696,Curtis Medina
D19697,Deborah Rios
D19698,Nathan Schwartz
D19699,Ryan Nunez
D1970,Jessica Perez
D19700,Sarah Lee
D19701,Beth Delgado
D19702,Nicole Alexander
D19703,Kimberly Banks
D19704,Lauren Harris
D19705,Wanda Wade
D19706,Donald Coleman
D19707,Timothy Winters
D19708,Kenneth Stein
D19709,Kathy Buckley
D1971,Maria Jones
D19710,Briana Ross
D19711,Ronald Mora
D19712,Katherine Marshall
D19713,Kendra Chung
D19714,Joseph Pugh
D19715,Anne Ray
D19716,Daniel Jackson
D19717,Charles Matthews
D19718,Melanie Yates
D19719,Vincent Taylor
D1972,Brianna Mccoy
D19720,Shannon Allison
D19721,Holly Montgomery
D19722,Tanya Wilson
D19723,Nicholas Berry
D19724,Frank Schmidt
D19725,Vincent Collins
D19726,Sean Merritt
D19727,Jason Hicks
D19728,Molly Mendez
D19729,Oscar Proctor
D1973,Robert Hampton
D19730,Francisco Campbell
D19731,Christopher Wells
D19732,Jack Meyer
D19733,Pamela Mata
D19734,Cassandra Tucker
D19735,Kevin Powell
D19736,Stacey Oneal
D19737,Kathleen Harris
D19738,Laura Booth
D19739,James Chapman
D1974,Michelle James
D19740,Bruce Goodman
D19741,Taylor Nichols
D19742,Tristan Hernandez
D19743,Alyssa Williams
D19744,Arthur Lee
D19745,Pamela Oneill
D19746,Jared Mendoza
D19747,Michael Horne
D19748,Deborah Combs
D19749,Jordan Ross
D1975,Brandon Sutton
D19750,Calvin Lopez
D19751,Benjamin Sheppard
D19752,Robert Houston
D19753,Candace Marquez
D19754,Jennifer Jensen
D19755,Barbara Clarke
D19756,Nancy Gardner
D19757,Misty Adams
D19758,Yolanda Brown
D19759,Thomas Bowers
D1976,Wendy Oliver
D19760,Billy Reese
D19761,Patrick Bryant
D19762,Daniel Lee
D19763,Patrick Mullen
D19764,Kathryn Simpson
D19765,Christopher Garza
D19766,Shannon Leon
D19767,Kevin Ballard
D19768,Jessica Lee
D19769,Christina Whitehead
D1977,Victor Dixon
D19770,Casey Hall
D19771,Todd Vazquez
D19772,Gregory Ware
D19773,Brett Fernandez
D19774,Spencer Rodriguez
D19775,Sara Hill
D19776,Michelle Stanley
D19777,Lauren Frey
D19778,Jeremiah Alexander
D19779,David Riddle
D1978,Rebecca Herring
D19780,Steven Valentine
D19781,Thomas Dean
D19782,Tracy Benton
D19783,David Perez
D19784,Kelly Choi
D19785,John Rocha
D19786,Gregory Lewis
D19787,Theresa Turner
D19788,Anthony Vargas
D19789,Gregory Short
D1979,Bill Clark
D19790,Benjamin Gomez
D19791,David Willis
D19792,Catherine Espinoza
D19793,Heather Castro
D19794,Destiny Delacruz
D19795,Colton Fox
D19796,Joseph Cruz
D19797,Kara Reilly
D19798,Kayla Hawkins
D19799,Krystal Evans
D1980,Justin Tapia
D19800,Brandon Scott
D19801,Dillon Mcneil
D19802,Katrina Collins
D19803,Amber Figueroa
D19804,Christina Williamson
D19805,Bryan Taylor
D19806,Zachary Novak
D19807,Kaitlin Ross
D19808,Melissa Spencer
D19809,Dennis Fisher
D1981,Robyn Howard
D19810,Phillip Wagner
D19811,Peter Medina
D19812,William Mcfarland
D19813,Jimmy Vasquez
D19814,Summer Ball
D19815,Erik Gibson
D19816,Jason Krueger
D19817,Rachel Merritt
D19818,Angela Mahoney
D19819,Michelle Branch
D1982,William Taylor
D19820,Melinda Rogers
D19821,Steven Webster
D19822,Laura Costa
D19823,Rachael Wheeler
D19824,Travis Alexander
D19825,Tony Martin
D19826,Rachel Mitchell
D19827,Christine Thomas
D19828,Christina Cabrera
D19829,Jill James
D1983,David Perry
D19830,Laura Mullen
D19831,Aaron Myers
D19832,Mathew Carter
D19833,Mark Larson
D19834,Rhonda Callahan
D19835,Alejandra Martinez
D19836,Anthony Henry
D19837,Robert Murphy
D19838,John Wagner
D19839,Jon Nelson
D1984,Sarah Becker
D19840,Jeffery Oneal
D19841,Daniel Rice
D19842,Jennifer Phillips
D19843,Brandon Whitehead
D19844,Justin Alvarado
D19845,Laurie Vaughan
D19846,Daniel Rivas
D19847,Kimberly Miranda
D19848,Amy Cameron
D19849,Isabel Blanchard
D1985,Jessica Washington
D19850,John Stevens
D19851,Andrea Keller
D19852,Travis Zamora
D19853,William Krause
D19854,Todd Ortiz
D19855,Gary Lopez
D19856,Norma Li
D19857,Andrew Owens
D19858,Michael Hart
D19859,Jamie Ware
D1986,Jennifer Webster
D19860,Lance Benson
D19861,Michele Ward
D19862,Sheena Nash
D19863,Sherri Greene
D19864,Michael Huffman
D19865,Bryan Monroe
D19866,Mark Frederick
D19867,Brian Pratt
D19868,Lorraine Rivera
D19869,Jean Taylor
D1987,Carrie Li
D19870,Gina King
D19871,Leon Hall
D19872,Susan Ramsey
D19873,Nathaniel Hodge
D19874,Michael Cortez III
D19875,Kimberly Quinn
D19876,Jeffrey Patterson
D19877,Kevin Pratt
D19878,Summer Meyer
D19879,Joshua Costa
D1988,Jay Moore
D19880,Joel Christensen
D19881,Edwin Edwards
D19882,Eric Boyd
D19883,Jonathan Wilson Jr.
D19884,Cindy Morris
D19885,Allen Mendez
D19886,Kristie Thompson
D19887,Wesley Melendez PhD
D19888,David Martinez II
D19889,Sandra Howe PhD
D1989,Christopher Avery
D19890,Andrea Haynes
D19891,Christopher Burton
D19892,James Paul
D19893,Victoria Rodriguez
D19894,Ryan Williamson
D19895,Autumn Mccoy
D19896,Marcus Cole
D19897,Rebecca Clark
D19898,Raymond Young
D19899,Lindsey Chan
D1990,Dr. Michael Patrick
D19900,Jose Baker
D19901,Shelley Maldonado
D19902,Patricia Allen
D19903,Curtis Marshall
D19904,Kevin Mcdonald
D19905,Jessica Weiss
D19906,Bruce Schmidt
D19907,Cheryl Moreno DDS
D19908,Charles Velasquez
D19909,Andrea Long
D1991,Gregory Jenkins
D19910,Amy Meza
D19911,Laura Farrell
D19912,Jennifer Andrews
D19913,Laura Sharp
D19914,Lisa Young
D19915,Sandra Jones
D19916,Andrea Malone
D19917,Julia Best
D19918,Gail Fox
D19919,Michael Stephens
D1992,Kenneth Vargas
D19920,Thomas Love
D19921,Ashley Vasquez
D19922,Lisa Andrade MD
D19923,Anthony Hobbs
D19924,Christopher Cardenas
D19925,Robert Sullivan
D19926,Francisco Singh
D19927,Alexandra Cantrell
D19928,Jenny Chaney
D19929,Charles Hansen
D1993,Michelle Anderson
D19930,Nathan Caldwell
D19931,Emily Trevino
D19932,Mark Hart
D19933,Philip Church
D19934,Timothy Ellis
D19935,Sheryl Medina
D19936,Erin Weiss
D19937,Debbie Davis
D19938,Shawn Herring
D19939,Steve Black
D1994,Amber Schaefer
D19940,Brad Mack
D19941,Holly Gibson
D19942,Patricia Steele
D19943,Devon Pruitt
D19944,Tracy Watson
D19945,Mikayla Green
D19946,Wayne Lewis
D19947,Jillian Welch
D19948,Ryan Munoz
D19949,Sarah Rogers
D1995,Ryan Andersen
D19950,Michael Valenzuela
D19951,Crystal Haas
D19952,Shirley Williams
D19953,Christopher Chapman
D19954,Justin Hunt
D19955,Jorge Knight
D19956,Nathan Allen
D19957,Laura Green
D19958,Stephen Robinson
D19959,Chelsea Kirby
D1996,Mr. Matthew Howell
D19960,Julie Pierce
D19961,Karen Christensen
D19962,Casey Russell
D19963,Donald Gutierrez
D19964,Christina Oconnell
D19965,Robert Flores
D19966,Jenna Todd
D19967,Ashley Ali
D19968,Billy Jones
D19969,Micheal Burns
D1997,Joshua Evans
D19970,Marcus Moss
D19971,Renee Gregory
D19972,Annette Taylor
D19973,Kyle Garza
D19974,Phillip Page
D19975,Peter Fowler
D19976,Nathan Anderson
D19977,April Brewer
D19978,Christopher Riddle
D19979,Sarah Collins MD
D1998,William Mcdonald
D19980,Jesus Miranda
D19981,Samuel Hall
D19982,Frank Bailey
D19983,Donna Rodgers
D19984,Belinda Tran
D19985,Christopher Hanson
D19986,Kelli Wells
D19987,Sarah Hudson
D19988,Garrett Ashley
D19989,Dana Johnson
D1999,Heather Lopez
D19990,Renee Moore
D19991,Leslie Mckee
D19992,Paul Brooks
D19993,Juan Moore
D19994,Tamara Cunningham
D19995,Richard White
D19996,Brandy Shah
D19997,James Phillips
D19998,Miss Linda Rodriguez
D19999,Dr. Lynn Rodriguez
D2000,Melanie Ortiz
D20000,Kelly Mckinney
D20001,John Bell
D20002,Nathan Perez
D20003,Craig Brown
D20004,Tammy Chan
D20005,Andrea Howell
D20006,Nicole Rivas
D20007,Donna Brennan
D20008,Corey Weeks
D20009,Samuel Gallagher
D2001,Timothy Wood
D20010,Megan Gill
D20011,Miss Jessica Davis MD
D20012,Mrs. Mackenzie Miles
D20013,Charles Alexander
D20014,Patrick Harrison
D20015,Phillip Perry
D20016,Melissa Alvarado
D20017,James Hall
D20018,Andre Peterson
D20019,Jeffrey Barker
D2002,Bonnie Johnson
D20020,Taylor Campbell
D20021,Connie Kane
D20022,Glenn Cruz
D20023,Ronnie Hampton MD
D20024,Regina Nguyen
D20025,Tony Hall
D20026,Alyssa Farrell
D20027,Kristen Rivera
D20028,Veronica Herrera
D20029,Brent Wright
D2003,Heather Jensen
D20030,David Dyer
D20031,Carly Bush
D20032,Shannon Smith
D20033,Troy Mcknight
D20034,Jordan Long
D20035,Mario Novak
D20036,David Frank
D20037,Rachel Miles
D20038,Kim Wood
D20039,Ronald Newton
D2004,Cassandra Carroll
D20040,Joshua Hudson
D20041,Matthew Harris
D20042,Alexander Gray
D20043,Suzanne Moss PhD
D20044,Miss Erin Sanders DVM
D20045,Jake Ward
D20046,Mr. Jeremy Sanchez
D20047,Virginia Mcmillan
D20048,Candace Kennedy
D20049,Alexander Love
D2005,Kelly Davis
D20050,Jason Shaw
D20051,Alexis Knox
D20052,Collin Chen
D20053,Mary Maldonado
D20054,Dan Pearson
D20055,Cindy Murillo
D20056,Elaine Vaughn
D20057,Daryl Harvey
D20058,Derek Kent
D20059,Melinda Brown
D2006,Jeremy Vaughn
D20060,Anthony Butler
D20061,David Abbott
D20062,Allison Jenkins
D20063,Angela Ruiz
D20064,Heather Hull
D20065,Kendra Robbins
D20066,Kaylee Valenzuela
D20067,Rachael Coleman
D20068,Michelle Dillon
D20069,Carol Shepard
D2007,Bradley Bryant
D20070,Wanda Wright
D20071,Kristin Thompson
D20072,Linda Woods
D20073,Jay Diaz
D20074,Mrs. Diana Jones
D20075,Andrew Blackburn
D20076,James Carroll
D20077,Kari Estrada
D20078,Keith Gallagher
D20079,Ronald Marks DDS
D2008,Anthony Ramirez
D20080,Ms. Jennifer Roberts MD
D20081,Jeffery Burton
D20082,Rebekah Kline
D20083,Alex Ewing
D20084,Monica White
D20085,Valerie Evans
D20086,Valerie Price
D20087,Abigail Mathis
D20088,Karen Harris
D20089,Karen Torres
D2009,Tiffany Dickerson
D20090,Michael Cooper
D20091,Brittany Carter
D20092,Kenneth Galloway
D20093,Diane Jordan
D20094,Shelby Miller
D20095,Stephanie Harvey
D20096,Maria Grant
D20097,Lisa Hays MD
D20098,Deborah Chapman
D20099,Kurt Meyers
D2010,Brett Snyder
D20100,Gary Hayden
D20101,Mrs. Cynthia Miller
D20102,Anne Taylor
D20103,Casey Nelson
D20104,Nathan Johnson
D20105,Veronica Jackson
D20106,William Stevens
D20107,Willie Phillips
D20108,Sandra Miller
D20109,Eddie Zimmerman
D2011,Alexis Garrison
D20110,Juan Scott
D20111,Jonathan Coleman
D20112,Bonnie Melendez
D20113,Jose Cameron
D20114,Haley Turner
D20115,Gary Oconnor
D20116,Oscar Stewart
D20117,Cory Moyer
D20118,Wanda Dunn
D20119,Craig Sanders
D2012,Rachel Miranda
D20120,Joshua West
D20121,Tristan Navarro
D20122,Sherry Nichols
D20123,Martin Roberson
D20124,Shawn Jordan
D20125,Carl Rogers
D20126,Samuel Bailey
D20127,Brandon Gonzalez
D20128,Joseph Wilkerson
D20129,Jeffrey Ball
D2013,William Fisher
D20130,Sara Torres
D20131,Casey Bailey
D20132,Veronica Clark
D20133,Dave Jones
D20134,Joseph Myers
D20135,Catherine Bautista
D20136,Madison Warren
D20137,Luke Jefferson
D20138,Andrea Barnes
D20139,Emily Ross
D2014,Dennis Gregory
D20140,Adrienne Taylor
D20141,Matthew Koch
D20142,Amanda Gregory
D20143,Christine Pena
D20144,Jonathan Cole
D20145,Daniel Hess
D20146,Kimberly Love
D20147,Ryan Evans
D20148,Samuel Conner
D20149,Tyler Williamson
D2015,Matthew Medina
D20150,Mrs. Tammy Harrington MD
D20151,George Kelly
D20152,Billy Pierce
D20153,Sara Peters
D20154,Steven Villegas
D20155,Andrea Lane
D20156,Vernon Heath
D20157,Kristin Tanner
D20158,Brian Nash
D20159,Cheryl Jones
D2016,Jennifer Lopez
D20160,Natalie Cobb
D20161,Michael Moody
D20162,Nancy Jordan
D20163,Cody Santos
D20164,Kelli Schultz
D20165,Stephen Riggs
D20166,Alexandra Holmes
D20167,James Cohen
D20168,Margaret Johnson
D20169,Jacob Rivera
D2017,Maria Spencer
D20170,Ricardo Brewer
D20171,Jeffrey Moore
D20172,Sylvia Thomas
D20173,Lisa Castillo
D20174,Ruben Weber
D20175,Angela Lewis
D20176,Jessica Parker
D20177,Zachary Hopkins
D20178,Adam Payne
D20179,Hailey Hines
D2018,Molly Rios
D20180,Tasha Ellis
D20181,Ronald Vasquez
D20182,Jacob King
D20183,Madison Fernandez
D20184,Sarah Soto
D20185,Crystal Henderson
D20186,Terry Hart
D20187,Cathy Garner
D20188,Frank Wang
D20189,Lori Russo
D2019,Danielle Shields
D20190,Donald Alvarez
D20191,Jordan Garcia
D20192,Jacqueline Barron
D20193,Timothy Welch
D20194,John Blackwell
D20195,Jessica Pratt
D20196,Derek Hudson
D20197,Kaitlyn Banks
D20198,Matthew Howe
D20199,Dr. Leslie Myers
D2020,Tammy Wilson
D20200,Charles Rosales
D20201,Victoria Ramirez
D20202,Eric Hart
D20203,Paul Maldonado
D20204,Ashley Garner
D20205,Grant Gardner
D20206,Patricia Lee
D20207,Emma Graham
D20208,Misty Reynolds
D20209,Joyce Hill
D2021,Tyler Henry
D20210,Zachary Allen
D20211,Vickie Terry
D20212,Stephanie Thomas
D20213,Amanda Zimmerman
D20214,Thomas Hoffman DDS
D20215,Megan Wilcox
D20216,Matthew Ray
D20217,Stephanie Rubio
D20218,Mary Rasmussen
D20219,Chris Lopez
D2022,Theresa Brown
D20220,Brian Harvey
D20221,John Conway
D20222,Anita Short
D20223,Darren Underwood
D20224,Samantha Robles
D20225,Bryan Soto
D20226,Veronica Livingston
D20227,Wendy Navarro
D20228,Jessica Wood
D20229,Thomas Perry
D2023,Roger Brown
D20230,Jessica Moyer
D20231,Carlos Gilbert
D20232,George Hernandez
D20233,Carolyn Mcgee
D20234,Monica Mitchell
D20235,Jason Stone
D20236,Andrew Harrington
D20237,Mrs. Stephanie Castro
D20238,Eileen Mosley
D20239,Jacqueline Sanders DVM
D2024,Jennifer Paul
D20240,Jeremy Golden
D20241,James May
D20242,Allison Lewis
D20243,Sandra White
D20244,Henry Peterson
D20245,Rodney Glover
D20246,Michael Dean
D20247,Robert Holt
D20248,Tiffany Leblanc
D20249,Shelley Campbell
D2025,Alexandra Ramos
D20250,Joseph Holt
D20251,Donna Douglas
D20252,Christopher Ford
D20253,Justin Armstrong
D20254,John Brown MD
D20255,Dawn Alexander
D20256,Joseph Rowland
D20257,Taylor Caldwell
D20258,Joyce Henderson
D20259,Nicole Burgess
D2026,Michelle Gilbert
D20260,Anita Rosario
D20261,Gary Davis
D20262,Christian Parker
D20263,Raymond Hodges
D20264,Keith Luna
D20265,Stephanie Boyd
D20266,Mark Gonzales
D20267,Renee Hamilton
D20268,Brittany Blair
D20269,Melanie Palmer
D2027,Teresa Carroll
D20270,Allison Castaneda
D20271,Jennifer Reid
D20272,Ryan King
D20273,Bridget Summers
D20274,Thomas Reed
D20275,Dana Thomas
D20276,Christian Buckley
D20277,Dr. David Murray
D20278,Lawrence Spence
D20279,Ian Soto
D2028,Russell Miles
D20280,Kenneth Pugh
D20281,Rodney Stewart
D20282,Jeanne Mills
D20283,Robert Boone
D20284,Eric Carter
D20285,Allison Carter
D20286,Kevin Poole
D20287,Travis Burke
D20288,Stephen Wallace
D20289,Kathryn Graham
D2029,Nina Stephens
D20290,Stacy Potter
D20291,Grant Jackson
D20292,Matthew Myers
D20293,Donna Hancock
D20294,Allison Young
D20295,Melissa Kim
D20296,Brian Blair
D20297,David Valdez
D20298,Austin Green
D20299,Denise Austin
D2030,Angela Richard
D20300,Robert Robinson
D20301,Marissa Powers
D20302,Aaron White
D20303,Carlos Torres
D20304,Mary Palmer
D20305,Alexander Davis
D20306,Amy Castillo PhD
D20307,Tommy Livingston
D20308,Matthew Cooper
D20309,Mark Terrell
D2031,Andrew Collins
D20310,Walter Williams
D20311,Angela Tran
D20312,Karen Walters
D20313,Felicia Mitchell
D20314,Nicholas Floyd
D20315,Miss Jacqueline Peterson MD
D20316,Steven Fischer
D20317,Jessica Salinas
D20318,Donald Johns
D20319,Kyle Goodman
D2032,Meghan Mccullough
D20320,Kathleen Pace
D20321,David Harris
D20322,Marcus Taylor
D20323,Austin Howard
D20324,Amanda Bruce
D20325,Debra Torres
D20326,Wendy Haley
D20327,Marilyn Poole
D20328,Cassie Myers
D20329,Calvin Miller
D2033,Antonio Mcdonald
D20330,Brandon Jacobs
D20331,Douglas Long
D20332,Samuel Estes
D20333,Mark Browning
D20334,Paula Elliott
D20335,Deborah Pope
D20336,Eric Ingram
D20337,Lawrence Crawford
D20338,Cassandra Kelly
D20339,Justin Scott
D2034,Anthony Robinson
D20340,Stephanie Bowman
D20341,William Chan
D20342,Kari Salinas
D20343,Janet Ramos
D20344,Kelly Henderson
D20345,Angela Richmond
D20346,Mrs. Sydney Benjamin
D20347,Maureen Elliott
D20348,Brian Morris
D20349,Johnny Banks
D2035,Dawn Ward
D20350,Aaron Barrett
D20351,Raymond Harris
D20352,David Park
D20353,Scott Campbell
D20354,Susan Roberts
D20355,Angela Grant
D20356,Derek Bridges
D20357,Antonio Bass
D20358,Bradley Orozco
D20359,Sharon Hawkins
D2036,Sarah Patterson
D20360,Sharon Cardenas
D20361,Jerry Chavez
D20362,Kelly Myers
D20363,Angela Curry
D20364,Leslie Tate
D20365,Ronnie Bird
D20366,Catherine Douglas
D20367,Hailey Kirk
D20368,Darryl Roberts
D20369,Joseph Freeman
D2037,Daniel Livingston
D20370,Kevin Stewart
